"Subject area","Title","Class code","Start date","End date","Start time","End time","Cost","Duration (days)","Tutor","Venue","Link to Course specifiation","Course description","Credits attached","Language- Level of Study links"
"History Politics and International Affairs","Female figures in Scottish history","3476","16/01/2019","13/02/2019","13/01/1900","15.00","62.50","29","Kirsty McAlister","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11555","This course will examine five famous females in Scottish history: Mary, Queen of Scots; Flora MacDonald; Mary Slessor; Elsie Inglis; and Ethel Moorhead. We will discuss their lives as well as their reputations during their own lifetimes and since their deaths. We will learn how they have been portrayed, and sometimes manipulated, to suit the particular aims and ambitions of individuals and groups.","0","N/A"
"History Politics and International Affairs","The Jacobites from Convention to Culloden","11764","03/10/2018","31/10/2018","13/01/1900","15.00","62.50","29","Kirsty McAlister","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11434","Often the subject of romanticism and myth, the Jacobites remain an intriguing and compelling subject. This course will provide students with an understanding of the origins and impact of the Jacobite movement, and will consider wider British and European circumstances that affected the Scottish Jacobites. Was the failure of Jacobitism inevitable?","0","N/A"
"History Politics and International Affairs","WAR REFORMATION AND UNION: SCOTLAND 1500- 1715","7582","03/10/2018","20/03/2019","10/01/1900","12.00","240.00","169","Kirsty McAlister","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1108E","The sixteenth and seventeenth centuries were two of the most turbulent and momentous in the history of Scotland. The impact of the religious disruption of the Reformation, conflict with the ‘auld enemy’, civil wars and relations with Ireland is still evident. Increasingly close contacts between Scotland and England, notably through the Union of the Crowns and the later Union of the Parliaments, created modern Britain and made the Scots ‘British’. The major focus will be on the political, religious and military processes which transformed Scotland from an independent European power in 1500 to a part of a ‘Greater Britain’ in 1707 - a process which was never inevitable.","20","N/A"
"History Politics and International Affairs","Counterculture in Britain 1965-1978","13389","25/09/2018","23/10/2018","19/01/1900","21.00","62.50","29","Drew Mulholland","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11513","This course will introduce students to the history of what is now regarded as ‘counterculture’ and how it developed and grew in a relatively short time, influencing radical politics, literature, music, film, gender and gay rights. We will look at the revolution within the Arts, including performance art, and film. Finally, consideration will be given to some of the great social issues of the period including drug culture, the women’s movement, and the decriminalisation of homosexuality.","0","N/A"
"History Politics and International Affairs","A history of the FBI","10932","22/02/2019","22/03/2019","13/01/1900","15.00","62.50","29","Tom O'Hara","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11560","To those who adhere to the official view of the FBI, its history is the story of the development of a dynamic organisation, dedicated to fighting crime. They would argue, not without evidence, that the FBI has been at the forefront of modern forensic methods and advanced techniques of crime fighting such as criminal profiling. This selective version of the truth ignores some of the shortcomings of FBI and this course aims to redress the balance by giving students an opportunity to evaluate the claims of those who view the FBI as a model agency of law enforcement and those who argue that it has often strayed from the ideals of its motto: Fidelity, Bravery, Integrity.","0","N/A"
"History Politics and International Affairs","Discover the cemeteries and crematoria of Glasgow","12930","23/02/2019","23/03/2019","10/01/1900","13.00","90.00","29","Ronnie Scott","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11482","Glasgow’s impressive range of last resting places reflects the wealth and confidence of the city, and the changing beliefs and attitudes of its inhabitants through time. This classroom-based series of meetings will examine the development of cemeteries (from the Glasgow Necropolis in 1832) and crematoria (from the Glasgow Crematorium in 1895), and discuss the meanings of the landscapes, memorials and other structures found there. This course will be of interest to family historians, and those interested in architecture, sculpture, and the social and cultural history of Glasgow. There is a related series of walks in Block Three. Please note that this is a classroom-based course.","0","N/A"
"History Politics and International Affairs","Explore the cemeteries and crematoria of Glasgow","4529","20/04/2019","18/05/2019","10/01/1900","13.00","90.00","29","Ronnie Scott","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11483","This course consists of five guided walks through some of the city’s impressive range of last resting places, and highlights the rich variety of material culture of death and remembrance on display there. We will examine the landscape, architecture and iconography of Glasgow’s cemeteries and crematoria, and explain how they reflect changing social, religious and cultural attitudes. The five locations are: Glasgow Necropolis; Cathcart Cemetery (including Jewish and Muslim sections); Western Necropolis and Glasgow Crematorium; Sighthill Cemetery; and Eastern Necropolis. Students will make their own way to the locations.","0","N/A"
"History Politics and International Affairs","Introduction to researching house history","4180","22/05/2018","19/06/2018","13/01/1900","15.00","62.50","29","Ronnie Scott","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11431","Researching the history of your own house can be interesting and rewarding. The class will show you how, using land, property, valuation and voters’ records, maps, newspapers and other sources. Each week you can share your findings and be guided through your next steps. A well-established house history could be valuable if you are marketing your property. Includes an archival visit.","0","N/A"
"History Politics and International Affairs","Scottish history in maps","5407","26/09/2018","24/10/2018","18/01/1900","20.00","62.50","29","Ronnie Scott","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11399","Maps are fascinating documents, packed with information about land use and ownership, the development of towns and cities, and how geography has influenced history. This course looks at the changing face of the country as shown by map-makers, from the 16th century to the present. This class may also be useful to local and family historians.","0","N/A"
"History Politics and International Affairs","Brexit: A Titanic success?","4489","02/02/2019","02/02/2019","13/01/1900","16.00","25.00","1","Carolina Silveira","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","Do you get a sinking feeling when you hear the words “Brexit negotiations”? Are you confused about how we got here and where we are going? This course will help you to navigate the Brexit waters more confidently as you learn about the UK’s past and present relationship with the European Union. We will discuss the benefits and drawbacks of EU membership from a British perspective, and what is at stake in the on-going negotiations. ","0","N/A"
"History Politics and International Affairs","Democracy in the UK","3661","10/11/2018","10/11/2018","13/01/1900","16.00","25.00","1","Carolina Silveira","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","How democratic is our political system? And more importantly, how much democracy do we really want? This half day event will discuss the concept of democracy, and its implementation in the British political system. It will highlight some of the issues facing our current democratic system, the challenges that democracy brings, and potential solutions to such challenges.","0","N/A"
"History Politics and International Affairs","A history of Germany","8380","28/09/2018","30/11/2018","10/01/1900","12.00","125.00","64","Oliver Thomson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11559","The course will examine the history of the German speaking peoples from their first contacts with the Roman Empire, their invasions of southern Europe, and their subsequent failure to create a united nation state until Bismarck at last reunited the component regions. We will then consider the rise and fall of both the Second Reich and Third Reich, followed by the second reunification of Germany in 1990 and the status of Germany as the leading political and economic power in Europe.","0","N/A"
"History Politics and International Affairs","A History of Greece","8515","18/01/2019","22/03/2019","10/01/1900","12.00","125.00","64","Oliver Thomson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11270","We will consider the history of Greece and its culture from the earliest times to the present day. The course will cover the Mycenaean Age, the Classical and Byzantine periods, the Crusader and Turkish occupations of Greece through to the modern national state and its current problems. We will assess the contribution of classical Greek culture to the modern world and the place of modern Greece in that world.","0","N/A"
"Languages","ARABIC STAGE 1","8954","02/10/2018","12/03/2019","19/01/1900","21.15","240.00","162","Nadjia  Louhibi","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1008E","Beginners’ course concentrating on conversational Arabic for daily use: introductions, greetings, farewells, thanks/apologies and questions and answers on many topics (nationality, occupations, travel etc). The basic elements of reading and writing Arabic will be introduced.","10","https://www.gla.ac.uk/media/media_207941_en.pdf"
"Languages","ARABIC STAGE 1","8953","03/10/2018","13/03/2019","19/01/1900","21.00","240.00","162","John  O'Donnell","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1008E","Beginners’ course concentrating on conversational Arabic for daily use: introductions, greetings, farewells, thanks/apologies and questions and answers on many topics (nationality, occupations, travel etc). The basic elements of reading and writing Arabic will be introduced.","10","https://www.gla.ac.uk/media/media_207941_en.pdf"
"Languages","ARABIC STAGE 2","7030","02/10/2018","12/03/2019","19/01/1900","21.00","240.00","162","John  O'Donnell","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1009E","For students who can partially read Arabic script and wish to develop further their skills in listening, speaking, reading and writing. The structures of Modern Standard Arabic will be introduced and there will be a greater focus on the reading and writing of the Arabic script.","10","https://www.gla.ac.uk/media/media_207941_en.pdf"
"Languages","CHINESE (MANDARIN) STAGE 1","9341","03/10/2018","13/03/2019","19/01/1900","21.00","240.00","162","Xiaoqian Zhou","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1014E","For beginners: Chinese pronunciation; describing people and things; everyday situations (making friends, shopping, eating etc.); tourist situations; modal verbs and the basic tenses; some Chinese character writing.","10","https://www.gla.ac.uk/media/media_204510_en.pdf"
"Languages","DUTCH STAGE 1","10304","01/10/2018","11/03/2019","19/01/1900","21.30","240.00","162","Carlo Van Den Heuvel","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1027E","Introductory course for people with little or no knowledge of Dutch. Students will learn how to introduce themselves, exchange personal information, order food and drink etc, while learning basic grammar and vocabulary and practising conversation skills.","10","https://www.gla.ac.uk/media/media_207947_en.pdf"
"Languages","FRENCH STAGE 1","2904","03/10/2018","13/03/2019","16/01/1900","18.00","240.00","162","Véronique  Miller","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1039E","A course for beginners in which useful structures and language learning will be practised through paired/group activities, role-play, games, songs etc. By the end of Stage 1 students will be able to handle everyday situations in French and talk a bit about the future; they will also be introduced to the past (perfect) tense","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","FRENCH STAGE 1","2902","04/10/2018","14/03/2019","19/01/1900","21.15","240.00","162","Véronique  Miller","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1039E","A course for beginners in which useful structures and language learning will be practised through paired/group activities, role-play, games, songs etc. By the end of Stage 1 students will be able to handle everyday situations in French and talk a bit about the future; they will also be introduced to the past (perfect) tense","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","FRENCH STAGE 1","2905","02/10/2018","12/03/2019","19/01/1900","21.15","240.00","162","Fiona Reid","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1039E","A course for beginners in which useful structures and language learning will be practised through paired/group activities, role-play, games, songs etc. By the end of Stage 1 students will be able to handle everyday situations in French and talk a bit about the future; they will also be introduced to the past (perfect) tense","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","FRENCH STAGE 1","2903","04/10/2018","14/03/2019","14/01/1900","16.00","240.00","162","Valérie Sztrausberg","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1039E","A course for beginners in which useful structures and language learning will be practised through paired/group activities, role-play, games, songs etc. By the end of Stage 1 students will be able to handle everyday situations in French and talk a bit about the future; they will also be introduced to the past (perfect) tense","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","FRENCH STAGE 2","7088","01/10/2018","11/03/2019","19/01/1900","21.15","240.00","162","Fiona Reid","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1040E","This course will revise the language covered in Stage 1. Students will be encouraged to use past, present and future tenses and to explain and describe specific situations and events. There will be plenty of opportunity to practise speaking tasks in a relaxed atmosphere in pairs, role-plays, etc. Language structures will be systematically covered with some French background study.","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","FRENCH STAGE 2","7086","04/10/2018","14/03/2019","19/01/1900","21.15","240.00","162","Fiona Reid","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1040E","This course will revise the language covered in Stage 1. Students will be encouraged to use past, present and future tenses and to explain and describe specific situations and events. There will be plenty of opportunity to practise speaking tasks in a relaxed atmosphere in pairs, role-plays, etc. Language structures will be systematically covered with some French background study.","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","FRENCH STAGE 2","7085","16/04/2019","24/09/2019","19/01/1900","21.15","240.00","162","Fiona Reid","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1040E","This course will revise the language covered in Stage 1. Students will be encouraged to use past, present and future tenses and to explain and describe specific situations and events. There will be plenty of opportunity to practise speaking tasks in a relaxed atmosphere in pairs, role-plays, etc. Language structures will be systematically covered with some French background study.","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","FRENCH STAGE 2","7087","04/10/2018","14/03/2019","10/01/1900","12.00","240.00","162","Valérie Sztrausberg","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1040E","This course will revise the language covered in Stage 1. Students will be encouraged to use past, present and future tenses and to explain and describe specific situations and events. There will be plenty of opportunity to practise speaking tasks in a relaxed atmosphere in pairs, role-plays, etc. Language structures will be systematically covered with some French background study.","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","FRENCH STAGE 3","12478","03/10/2018","13/03/2019","19/01/1900","21.30","240.00","162","Audrey Langlassé","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1041E","Aimed at people with a good command of the French language and conducted mainly in French, the aim is to improve conversation and knowledge of French culture through pair/group activities, role-plays, use of authentic documents, film clips, songs etc. A variety of listening and writing activities will also form an important part of the course.","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","FRENCH STAGE 3","12477","04/10/2018","14/03/2019","10/01/1900","12.00","240.00","162","Nadjia  Louhibi","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1041E","Aimed at people with a good command of the French language and conducted mainly in French, the aim is to improve conversation and knowledge of French culture through pair/group activities, role-plays, use of authentic documents, film clips, songs etc. A variety of listening and writing activities will also form an important part of the course.","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","FRENCH STAGE 4","3493","03/10/2018","13/03/2019","19/01/1900","21.15","240.00","162","Véronique  Miller","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1042E","This course is aimed at those students who took French Stage 3 or are at an equivalent level. Classes will be conducted entirely in French and include group discussions based on themes such as news items, short stories, etc. All activities will be aimed at building and maintaining fluency. Grammar points will be dealt with when necessary.","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","FRENCH STAGE 4","3492","04/10/2018","14/03/2019","12/01/1900","14.45","240.00","162","Véronique  Miller","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1042E","This course is aimed at those students who took French Stage 3 or are at an equivalent level. Classes will be conducted entirely in French and include group discussions based on themes such as news items, short stories, etc. All activities will be aimed at building and maintaining fluency. Grammar points will be dealt with when necessary.","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","French stage 5","7207","04/10/2018","14/03/2019","10/01/1900","12.00","240.00","162","Véronique  Miller","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED2046E","A course suitable for those who have completed Stage 4 or equivalent. Classes are conducted entirely in French and students will become accustomed to hearing the language spoken at the normal speed of a native speaker. The class includes paired activities and small and large-group discussions around themes such as news items, short stories, analysing photographs etc. All activities aim to maintain and increase fluency. Grammar is revised as appropriate.","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","French stage 5","7208","03/10/2018","13/03/2019","10/01/1900","12.00","240.00","162","Véronique  Miller","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED2046E","A course suitable for those who have completed Stage 4 or equivalent. Classes are conducted entirely in French and students will become accustomed to hearing the language spoken at the normal speed of a native speaker. The class includes paired activities and small and large-group discussions around themes such as news items, short stories, analysing photographs etc. All activities aim to maintain and increase fluency. Grammar is revised as appropriate.","10","https://www.gla.ac.uk/media/media_204513_en.pdf"
"Languages","GAELIC STAGE 1","6470","04/10/2018","14/03/2019","19/01/1900","21.30","240.00","162","Joy  Dunlop","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1045E","This course is primarily intended for complete beginners and will cover: greetings, likes and dislikes, personal and place names and origins of words, basic tenses and word order; opportunities for conversation and an introduction to traditional Gaelic culture.","10","https://www.gla.ac.uk/media/media_204514_en.pdf"
"Languages","GAELIC STAGE 2","10308","02/10/2018","12/03/2019","19/01/1900","21.30","240.00","162","John McGeachy","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1046E","Course is suitable for all non-beginners, whether they have followed Stage 1 or not. As well as offering greater fluency, it will cover essential background knowledge of Gaelic culture and history. Place names and personal names will also be discussed, according to the class’s interests.","10","https://www.gla.ac.uk/media/media_204514_en.pdf"
"Languages","GERMAN STAGE 1","10227","16/01/2019","26/06/2019","19/01/1900","21.15","240.00","162","Natalie Finlayson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1048E","This course is for students with no knowledge of German. It covers everyday language, both spoken and written. Elements of basic grammar will also be taught. Students will learn to conduct simple conversations in everyday situations in a German speaking environment.","10","https://www.gla.ac.uk/media/media_204515_en.pdf"
"Languages","GERMAN STAGE 1","10228","03/10/2018","13/03/2019","19/01/1900","21.15","240.00","162","Conny Hommel-Platt","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1048E","This course is for students with no knowledge of German. It covers everyday language, both spoken and written. Elements of basic grammar will also be taught. Students will learn to conduct simple conversations in everyday situations in a German speaking environment.","10","https://www.gla.ac.uk/media/media_204515_en.pdf"
"Languages","GERMAN STAGE 1","10229","01/10/2018","11/03/2019","19/01/1900","21.30","240.00","162","Richard  Kirkwood","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1048E","This course is for students with no knowledge of German. It covers everyday language, both spoken and written. Elements of basic grammar will also be taught. Students will learn to conduct simple conversations in everyday situations in a German speaking environment.","10","https://www.gla.ac.uk/media/media_204515_en.pdf"
"Languages","GERMAN STAGE 1","10230","01/10/2018","11/03/2019","10/01/1900","12.00","240.00","162","Natalie Finlayson ","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1048E","This course is for students with no knowledge of German. It covers everyday language, both spoken and written. Elements of basic grammar will also be taught. Students will learn to conduct simple conversations in everyday situations in a German speaking environment.","10","https://www.gla.ac.uk/media/media_204515_en.pdf"
"Languages","GERMAN STAGE 2","3989","04/10/2018","14/03/2019","19/01/1900","21.15","240.00","162","Eleanor Caldwell","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1049E","This class is for students who have already completed German Stage 1 or equivalent. The course will cover revision and consolidation of Stage 1 and focus on expanding vocabulary and grammar, improving pronunciation, and increasing confidence communicating in German.","10","https://www.gla.ac.uk/media/media_204515_en.pdf"
"Languages","GERMAN STAGE 2","3988","16/04/2019","24/09/2019","19/01/1900","21.15","240.00","162","Conny Hommel-Platt","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1049E","This class is for students who have already completed German Stage 1 or equivalent. The course will cover revision and consolidation of Stage 1 and focus on expanding vocabulary and grammar, improving pronunciation, and increasing confidence communicating in German.","10","https://www.gla.ac.uk/media/media_204515_en.pdf"
"Languages","GERMAN STAGE 3","1795","03/10/2018","13/03/2019","19/01/1900","21.15","240.00","162","Irina Scheck","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1050E","Class for those who have completed Stage 2 or equivalent and is conducted mainly in German; conversation activities in pairs and small groups revolving around written articles and audio-visual materials; revision of different tenses and introduction to new grammar (e.g. reflexive verbs, word order, the passive voice). A focus on expanding confidence and skills in speaking German.","10","https://www.gla.ac.uk/media/media_204515_en.pdf"
"Languages","GERMAN STAGE 4","4506","02/10/2018","12/03/2019","19/01/1900","21.15","240.00","162","Irina Scheck","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1051E","This course is aimed at those students who took German Stage 3 or are at an equivalent level. Classes will be conducted entirely in German and include group discussions based on themes such as news items, short stories, etc. All activities will be aimed at building and maintaining fluency. Grammar points will be dealt with when necessary.","10","https://www.gla.ac.uk/media/media_204515_en.pdf"
"Languages","ITALIAN STAGE 1","1015","17/01/2019","27/06/2019","19/01/1900","21.00","240.00","162","Christina Gislason","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1061E","For complete beginners in which useful structures and language learning will be practised through paired/group activities, role-play, songs, etc. By the end of Stage 1 students will be able to handle everyday situations in Italian (mainly in the present tense), and possibly be able to talk a bit about the past.","10","https://www.gla.ac.uk/media/media_204517_en.pdf"
"Languages","ITALIAN STAGE 1","1018","03/10/2018","13/03/2019","10/01/1900","12.00","240.00","162","Luisella Golzio Mosley","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1061E","For complete beginners in which useful structures and language learning will be practised through paired/group activities, role-play, songs, etc. By the end of Stage 1 students will be able to handle everyday situations in Italian (mainly in the present tense), and possibly be able to talk a bit about the past.","10","https://www.gla.ac.uk/media/media_204517_en.pdf"
"Languages","ITALIAN STAGE 1","1016","04/10/2018","14/03/2019","19/01/1900","21.00","240.00","162","TBC  ","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1061E","For complete beginners in which useful structures and language learning will be practised through paired/group activities, role-play, songs, etc. By the end of Stage 1 students will be able to handle everyday situations in Italian (mainly in the present tense), and possibly be able to talk a bit about the past.","10","https://www.gla.ac.uk/media/media_204517_en.pdf"
"Languages","ITALIAN STAGE 1","1019","02/10/2018","12/03/2019","16/01/1900","18.00","240.00","162","Elisabetta Toreno","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1061E","For complete beginners in which useful structures and language learning will be practised through paired/group activities, role-play, songs, etc. By the end of Stage 1 students will be able to handle everyday situations in Italian (mainly in the present tense), and possibly be able to talk a bit about the past.","10","https://www.gla.ac.uk/media/media_204517_en.pdf"
"Languages","ITALIAN STAGE 1","1017","03/10/2018","13/03/2019","19/01/1900","21.00","240.00","162","Elisabetta Toreno","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1061E","For complete beginners in which useful structures and language learning will be practised through paired/group activities, role-play, songs, etc. By the end of Stage 1 students will be able to handle everyday situations in Italian (mainly in the present tense), and possibly be able to talk a bit about the past.","10","https://www.gla.ac.uk/media/media_204517_en.pdf"
"Languages","ITALIAN STAGE 2","3598","03/10/2018","13/03/2019","19/01/1900","21.15","240.00","162","Christina Gislason","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1062E","A revision of the main structures from Italian Stage 1. Everyday topics of conversation such as leisure, sport, travel, hobbies, etc; other topics as requested by students. Introduction to the perfect and imperfect tenses.","10","https://www.gla.ac.uk/media/media_204517_en.pdf"
"Languages","ITALIAN STAGE 2","3599","03/10/2018","13/03/2019","13/01/1900","15.00","240.00","162","Luisella Golzio Mosley","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1062E","A revision of the main structures from Italian Stage 1. Everyday topics of conversation such as leisure, sport, travel, hobbies, etc; other topics as requested by students. Introduction to the perfect and imperfect tenses.","10","https://www.gla.ac.uk/media/media_204517_en.pdf"
"Languages","ITALIAN STAGE 2","3597","16/04/2019","24/09/2019","19/01/1900","21.15","240.00","162","Laura Mereu","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1062E","A revision of the main structures from Italian Stage 1. Everyday topics of conversation such as leisure, sport, travel, hobbies, etc; other topics as requested by students. Introduction to the perfect and imperfect tenses.","10","https://www.gla.ac.uk/media/media_204517_en.pdf"
"Languages","ITALIAN STAGE 3","8657","05/10/2018","15/03/2019","13/01/1900","15.00","240.00","162","Marilyn Allan","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1063E","Consolidation and revision of Stage 2. Conducted mainly in Italian to extend competence and increase fluency. Group discussions and various materials will be used. Introduction to the conditional and subjunctive.","10","https://www.gla.ac.uk/media/media_204517_en.pdf"
"Languages","ITALIAN STAGE 3","8658","02/10/2018","12/03/2019","19/01/1900","21.15","240.00","162","Christina Gislason","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1063E","Consolidation and revision of Stage 2. Conducted mainly in Italian to extend competence and increase fluency. Group discussions and various materials will be used. Introduction to the conditional and subjunctive.","10","https://www.gla.ac.uk/media/media_204517_en.pdf"
